,Year,Film,Song,Composer,Language,location,content,original_line_count,unique_line_count,ind_word,original_word_count,unique_word_count,percent_of_lines_copied,percent_of_words_copied,lexical_richness
0,2013,Kadal,Adiye,A. R. Rahman,Tamil,lyrics\sid sriram Adiye lyrics.txt,"['மனச தொறந்தாயே நீ', 'எங்கிருந்து வந்தாயோ நீ?', 'அடியே, அடியே', 'என்ன எங்க நீ கூட்டிப் போற?', 'அடியே, அடியே', 'என்ன எங்க நீ கூட்டிப் போற?', 'என்ன எங்க நீ கூட்டிப் போற?', 'பல்லாங்குழி பாத புரியல', 'உன்ன நம்பி வாரேனே', 'இந்த காட்டுப் பய ஒரு', 'ஆட்டுக்குட்டிப் போல', 'உன் பின்ன சுத்துறனே', 'பல்லாங்குழி பாத புரியல', 'உன்ன நம்பி வாரேனே', 'இந்த காட்டுப் பய ஒரு', 'ஆட்டுக்குட்டிப் போல', 'உன் பின்ன சுத்துறனே', 'அடியே, அடியே', 'என்ன எங்க நீ கூட்டிப் போற?', 'அடியே, அடியே', 'என்ன எங்க நீ கூட்டிப் போற?', 'அடியே, அடியே', 'என்ன எங்க நீ கூட்டிப் போற?', 'அடியே, அடியே', 'என்ன எங்க நீ கூட்டிப் போற?', 'மீனத் தூக்கி ரெக்க வரஞ்ச', 'வானம் மேல நீ வீசி எறிஞ்ச', 'பறக்கப் பழக்குறியே', 'எங்கிருந்து வந்தாயோ நீ?', 'அடியே, அடியே', 'என்ன எங்க நீ கூட்டிப் போற?', 'அடியே, அடியே', 'என்ன எங்க நீ கூட்டிப் போற?', 'உன் கண்ணால கண்ணாடி செஞ்சு', 'என் அச்சத்தக் காட்டுறியே', 'என் தூசுத் துரும்பெல்லாம் தட்டி', 'உள்ளம் வெள்ளையடிக்குறியே', 'அடியே, அடியே', 'என்ன எங்க நீ கூட்டிப் போற?', 'அடியே, அடியே', 'என்ன எங்க நீ கூட்டிப் போற?', 'பூமி விட்டு சொர்க்கத்துக்கு', 'நீ வானவில்லில் பாத விரிச்ச', 'மனச கயிறாக்கி', 'இழுத்துப் போறாயே நீ', 'சொர்க்கம் விட்டு பூமி வந்தா', 'மீண்டும் கிழக்கில் சூரியன் வந்தா', 'நான் விழிச்சுப் பாக்கையில', 'கலஞ்சு போவாயோ நீ?', 'அடியே, அடியே', 'என்ன எங்க நீ கூட்டிப் போற?', 'அடியே, அடியே', 'என்ன எங்க நீ கூட்டிப் போற?', 'அடியே, அடியே', 'என்ன எங்க நீ கூட்டிப் போற?', 'அடியே, அடியே', 'என்ன எங்க நீ கூட்டிப் போற?']",57,24,"['மனச', 'தொறந்தாயே', 'நீ', 'எங்கிருந்து', 'வந்தாயோ', 'நீ?', 'அடியே,', 'அடியே', 'என்ன', 'எங்க', 'நீ', 'கூட்டிப்', 'போற?', 'அடியே,', 'அடியே', 'என்ன', 'எங்க', 'நீ', 'கூட்டிப்', 'போற?', 'என்ன', 'எங்க', 'நீ', 'கூட்டிப்', 'போற?', 'பல்லாங்குழி', 'பாத', 'புரியல', 'உன்ன', 'நம்பி', 'வாரேனே', 'இந்த', 'காட்டுப்', 'பய', 'ஒரு', 'ஆட்டுக்குட்டிப்', 'போல', 'உன்', 'பின்ன', 'சுத்துறனே', 'பல்லாங்குழி', 'பாத', 'புரியல', 'உன்ன', 'நம்பி', 'வாரேனே', 'இந்த', 'காட்டுப்', 'பய', 'ஒரு', 'ஆட்டுக்குட்டிப்', 'போல', 'உன்', 'பின்ன', 'சுத்துறனே', 'அடியே,', 'அடியே', 'என்ன', 'எங்க', 'நீ', 'கூட்டிப்', 'போற?', 'அடியே,', 'அடியே', 'என்ன', 'எங்க', 'நீ', 'கூட்டிப்', 'போற?', 'அடியே,', 'அடியே', 'என்ன', 'எங்க', 'நீ', 'கூட்டிப்', 'போற?', 'அடியே,', 'அடியே', 'என்ன', 'எங்க', 'நீ', 'கூட்டிப்', 'போற?', 'மீனத்', 'தூக்கி', 'ரெக்க', 'வரஞ்ச', 'வானம்', 'மேல', 'நீ', 'வீசி', 'எறிஞ்ச', 'பறக்கப்', 'பழக்குறியே', 'எங்கிருந்து', 'வந்தாயோ', 'நீ?', 'அடியே,', 'அடியே', 'என்ன', 'எங்க', 'நீ', 'கூட்டிப்', 'போற?', 'அடியே,', 'அடியே', 'என்ன', 'எங்க', 'நீ', 'கூட்டிப்', 'போற?', 'உன்', 'கண்ணால', 'கண்ணாடி', 'செஞ்சு', 'என்', 'அச்சத்தக்', 'காட்டுறியே', 'என்', 'தூசுத்', 'துரும்பெல்லாம்', 'தட்டி', 'உள்ளம்', 'வெள்ளையடிக்குறியே', 'அடியே,', 'அடியே', 'என்ன', 'எங்க', 'நீ', 'கூட்டிப்', 'போற?', 'அடியே,', 'அடியே', 'என்ன', 'எங்க', 'நீ', 'கூட்டிப்', 'போற?', 'பூமி', 'விட்டு', 'சொர்க்கத்துக்கு', 'நீ', 'வானவில்லில்', 'பாத', 'விரிச்ச', 'மனச', 'கயிறாக்கி', 'இழுத்துப்', 'போறாயே', 'நீ', 'சொர்க்கம்', 'விட்டு', 'பூமி', 'வந்தா', 'மீண்டும்', 'கிழக்கில்', 'சூரியன்', 'வந்தா', 'நான்', 'விழிச்சுப்', 'பாக்கையில', 'கலஞ்சு', 'போவாயோ', 'நீ?', 'அடியே,', 'அடியே', 'என்ன', 'எங்க', 'நீ', 'கூட்டிப்', 'போற?', 'அடியே,', 'அடியே', 'என்ன', 'எங்க', 'நீ', 'கூட்டிப்', 'போற?', 'அடியே,', 'அடியே', 'என்ன', 'எங்க', 'நீ', 'கூட்டிப்', 'போற?', 'அடியே,', 'அடியே', 'என்ன', 'எங்க', 'நீ', 'கூட்டிப்', 'போற?']",192,66,57.89473684210527,65.625,65.625
1,2015,I,Ennodu Nee Irundhaal,A. R. Rahman,Tamil,lyrics\Ennodu Nee Irundhaal lyrics.txt,"['காற்றை தரும் காடுகளே வேண்டாம்', 'ஓ தண்ணீர் தரும் கடல்கள் வேண்டாம்', 'நான் உண்ண உறங்கவே பூமி வேண்டாம்', 'தேவை எதுவும் தேவை இல்லை', 'தேவை எல்லாம் தேவதையே', 'என்னோடு நீ இருந்தால்', 'உயிரோடு நான் இருப்பேன்', 'என்னோடு நீ இருந்தால்', 'உயிரோடு நான் இருப்பேன்', 'என்னோடு நீ இருந்தால்', 'உயிரோடு நான் இருப்பேன்', 'என்னோடு நீ இருந்தால்', 'உயிரோடு நான் இருப்பேன்', 'என்னோடு நீ இருந்தால்', 'உயிரோடு நான் இருப்பேன்', 'என்னோடு நீ இருந்தால்', 'உயிரோடு நான் இருப்பேன்', 'என்னை நான் யார் என்று சொன்னாலும் புரியாதே', 'என் காதல் நீ என்று யாருக்கும் தெரியாதே', 'நீ கேட்டால் உலகத்தை நான் வாங்கி தருவேனே', 'நீ இல்லா உலகத்தில் நான் வாழ மாட்டேனே', 'என்னோடு நீ இருந்தால்..', 'உண்மை காதல் யார் என்றால்', 'உன்னை என்னை சொல்வேனே', 'நீயும் நானும் பொய் என்றால்', 'காதலை தேடி கொல்வேனே', 'கூந்தல் மீசை ஒன்றாக', 'ஊசி நூலில் தைப்பேனே', 'தேங்காய்குள்ளே நீர் போல', 'நெஞ்சில் தேக்கி வைப்பேனே', 'வத்திகுச்சி காம்பில் ரோஜா பூக்குமா?', 'பூனை தேனை கேட்டால் பூக்கள் ஏற்குமா?', 'முதலை களத்தில் மலராய் மலர்ந்தேன்', 'குழந்தை அருகே குரங்காய் பயந்தேன்', 'என்னோடு நீ இருந்தால்', 'உயிரோடு நான் இருப்பேன்', 'என்னோடு நீ இருந்தால்', 'உயிரோடு நான் இருப்பேன்', 'என்னோடு நீ இருந்தால்', 'உயிரோடு நான் இருப்பேன்', 'உயிரோடு நான் இருப்பேன்', 'என்னோடு நீ இருந்தால்', 'உயிரோடு நான் இருப்பேன்', 'என்னோடு நீ இருந்தால்', 'உயிரோடு நான் இருப்பேன்', 'நீ இல்லா உலகத்தில்', 'நான் வாழ மாட்டேனே', 'என்னோடு நீ இருந்தால்']",48,26,"['காற்றை', 'தரும்', 'காடுகளே', 'வேண்டாம்', 'ஓ', 'தண்ணீர்', 'தரும்', 'கடல்கள்', 'வேண்டாம்', 'நான்', 'உண்ண', 'உறங்கவே', 'பூமி', 'வேண்டாம்', 'தேவை', 'எதுவும்', 'தேவை', 'இல்லை', 'தேவை', 'எல்லாம்', 'தேவதையே', 'என்னோடு', 'நீ', 'இருந்தால்', 'உயிரோடு', 'நான்', 'இருப்பேன்', 'என்னோடு', 'நீ', 'இருந்தால்', 'உயிரோடு', 'நான்', 'இருப்பேன்', 'என்னோடு', 'நீ', 'இருந்தால்', 'உயிரோடு', 'நான்', 'இருப்பேன்', 'என்னோடு', 'நீ', 'இருந்தால்', 'உயிரோடு', 'நான்', 'இருப்பேன்', 'என்னோடு', 'நீ', 'இருந்தால்', 'உயிரோடு', 'நான்', 'இருப்பேன்', 'என்னோடு', 'நீ', 'இருந்தால்', 'உயிரோடு', 'நான்', 'இருப்பேன்', 'என்னை', 'நான்', 'யார்', 'என்று', 'சொன்னாலும்', 'புரியாதே', 'என்', 'காதல்', 'நீ', 'என்று', 'யாருக்கும்', 'தெரியாதே', 'நீ', 'கேட்டால்', 'உலகத்தை', 'நான்', 'வாங்கி', 'தருவேனே', 'நீ', 'இல்லா', 'உலகத்தில்', 'நான்', 'வாழ', 'மாட்டேனே', 'என்னோடு', 'நீ', 'இருந்தால்..', 'உண்மை', 'காதல்', 'யார்', 'என்றால்', 'உன்னை', 'என்னை', 'சொல்வேனே', 'நீயும்', 'நானும்', 'பொய்', 'என்றால்', 'காதலை', 'தேடி', 'கொல்வேனே', 'கூந்தல்', 'மீசை', 'ஒன்றாக', 'ஊசி', 'நூலில்', 'தைப்பேனே', 'தேங்காய்குள்ளே', 'நீர்', 'போல', 'நெஞ்சில்', 'தேக்கி', 'வைப்பேனே', 'வத்திகுச்சி', 'காம்பில்', 'ரோஜா', 'பூக்குமா?', 'பூனை', 'தேனை', 'கேட்டால்', 'பூக்கள்', 'ஏற்குமா?', 'முதலை', 'களத்தில்', 'மலராய்', 'மலர்ந்தேன்', 'குழந்தை', 'அருகே', 'குரங்காய்', 'பயந்தேன்', 'என்னோடு', 'நீ', 'இருந்தால்', 'உயிரோடு', 'நான்', 'இருப்பேன்', 'என்னோடு', 'நீ', 'இருந்தால்', 'உயிரோடு', 'நான்', 'இருப்பேன்', 'என்னோடு', 'நீ', 'இருந்தால்', 'உயிரோடு', 'நான்', 'இருப்பேன்', 'உயிரோடு', 'நான்', 'இருப்பேன்', 'என்னோடு', 'நீ', 'இருந்தால்', 'உயிரோடு', 'நான்', 'இருப்பேன்', 'என்னோடு', 'நீ', 'இருந்தால்', 'உயிரோடு', 'நான்', 'இருப்பேன்', 'நீ', 'இல்லா', 'உலகத்தில்', 'நான்', 'வாழ', 'மாட்டேனே', 'என்னோடு', 'நீ', 'இருந்தால்']",169,77,45.83333333333333,54.437869822485204,54.437869822485204
2,2015,I,Ennodu Nee Irundhaal(Reprise),A. R. Rahman,Tamil,lyrics\sid sriram Ennodu Nee Irundhaal(Reprise) lyrics.txt,"['காற்றை தரும் காடுகளே வேண்டாம்', 'ஓ தண்ணீர் தரும் கடல்கள் வேண்டாம்', 'நான் உண்ண உறங்கவே பூமி வேண்டாம்', 'தேவை எதுவும் தேவை இல்லை', 'தேவை எல்லாம் தேவதையே', 'என்னோடு நீ இருந்தால்', 'உயிரோடு நான் இருப்பேன்', 'என்னோடு நீ இருந்தால்', 'உயிரோடு நான் இருப்பேன்', 'என்னோடு நீ இருந்தால்', 'உயிரோடு நான் இருப்பேன்', 'என்னோடு நீ இருந்தால்', 'உயிரோடு நான் இருப்பேன்', 'என்னோடு நீ இருந்தால்', 'உயிரோடு நான் இருப்பேன்', 'என்னோடு நீ இருந்தால்', 'உயிரோடு நான் இருப்பேன்', 'என்னை நான் யார் என்று சொன்னாலும் புரியாதே', 'என் காதல் நீ என்று யாருக்கும் தெரியாதே', 'நீ கேட்டால் உலகத்தை நான் வாங்கி தருவேனே', 'நீ இல்லா உலகத்தில் நான் வாழ மாட்டேனே', 'என்னோடு நீ இருந்தால்..', 'உண்மை காதல் யார் என்றால்', 'உன்னை என்னை சொல்வேனே', 'நீயும் நானும் பொய் என்றால்', 'காதலை தேடி கொல்வேனே', 'கூந்தல் மீசை ஒன்றாக', 'ஊசி நூலில் தைப்பேனே', 'தேங்காய்குள்ளே நீர் போல', 'நெஞ்சில் தேக்கி வைப்பேனே', 'வத்திகுச்சி காம்பில் ரோஜா பூக்குமா?', 'பூனை தேனை கேட்டால் பூக்கள் ஏற்குமா?', 'முதலை களத்தில் மலராய் மலர்ந்தேன்', 'குழந்தை அருகே குரங்காய் பயந்தேன்', 'என்னோடு நீ இருந்தால்', 'உயிரோடு நான் இருப்பேன்', 'என்னோடு நீ இருந்தால்', 'உயிரோடு நான் இருப்பேன்', 'என்னோடு நீ இருந்தால்', 'உயிரோடு நான் இருப்பேன்', 'உயிரோடு நான் இருப்பேன்', 'என்னோடு நீ இருந்தால்', 'உயிரோடு நான் இருப்பேன்', 'என்னோடு நீ இருந்தால்', 'உயிரோடு நான் இருப்பேன்', 'நீ இல்லா உலகத்தில்', 'நான் வாழ மாட்டேனே', 'என்னோடு நீ இருந்தால்']",48,26,"['காற்றை', 'தரும்', 'காடுகளே', 'வேண்டாம்', 'ஓ', 'தண்ணீர்', 'தரும்', 'கடல்கள்', 'வேண்டாம்', 'நான்', 'உண்ண', 'உறங்கவே', 'பூமி', 'வேண்டாம்', 'தேவை', 'எதுவும்', 'தேவை', 'இல்லை', 'தேவை', 'எல்லாம்', 'தேவதையே', 'என்னோடு', 'நீ', 'இருந்தால்', 'உயிரோடு', 'நான்', 'இருப்பேன்', 'என்னோடு', 'நீ', 'இருந்தால்', 'உயிரோடு', 'நான்', 'இருப்பேன்', 'என்னோடு', 'நீ', 'இருந்தால்', 'உயிரோடு', 'நான்', 'இருப்பேன்', 'என்னோடு', 'நீ', 'இருந்தால்', 'உயிரோடு', 'நான்', 'இருப்பேன்', 'என்னோடு', 'நீ', 'இருந்தால்', 'உயிரோடு', 'நான்', 'இருப்பேன்', 'என்னோடு', 'நீ', 'இருந்தால்', 'உயிரோடு', 'நான்', 'இருப்பேன்', 'என்னை', 'நான்', 'யார்', 'என்று', 'சொன்னாலும்', 'புரியாதே', 'என்', 'காதல்', 'நீ', 'என்று', 'யாருக்கும்', 'தெரியாதே', 'நீ', 'கேட்டால்', 'உலகத்தை', 'நான்', 'வாங்கி', 'தருவேனே', 'நீ', 'இல்லா', 'உலகத்தில்', 'நான்', 'வாழ', 'மாட்டேனே', 'என்னோடு', 'நீ', 'இருந்தால்..', 'உண்மை', 'காதல்', 'யார்', 'என்றால்', 'உன்னை', 'என்னை', 'சொல்வேனே', 'நீயும்', 'நானும்', 'பொய்', 'என்றால்', 'காதலை', 'தேடி', 'கொல்வேனே', 'கூந்தல்', 'மீசை', 'ஒன்றாக', 'ஊசி', 'நூலில்', 'தைப்பேனே', 'தேங்காய்குள்ளே', 'நீர்', 'போல', 'நெஞ்சில்', 'தேக்கி', 'வைப்பேனே', 'வத்திகுச்சி', 'காம்பில்', 'ரோஜா', 'பூக்குமா?', 'பூனை', 'தேனை', 'கேட்டால்', 'பூக்கள்', 'ஏற்குமா?', 'முதலை', 'களத்தில்', 'மலராய்', 'மலர்ந்தேன்', 'குழந்தை', 'அருகே', 'குரங்காய்', 'பயந்தேன்', 'என்னோடு', 'நீ', 'இருந்தால்', 'உயிரோடு', 'நான்', 'இருப்பேன்', 'என்னோடு', 'நீ', 'இருந்தால்', 'உயிரோடு', 'நான்', 'இருப்பேன்', 'என்னோடு', 'நீ', 'இருந்தால்', 'உயிரோடு', 'நான்', 'இருப்பேன்', 'உயிரோடு', 'நான்', 'இருப்பேன்', 'என்னோடு', 'நீ', 'இருந்தால்', 'உயிரோடு', 'நான்', 'இருப்பேன்', 'என்னோடு', 'நீ', 'இருந்தால்', 'உயிரோடு', 'நான்', 'இருப்பேன்', 'நீ', 'இல்லா', 'உலகத்தில்', 'நான்', 'வாழ', 'மாட்டேனே', 'என்னோடு', 'நீ', 'இருந்தால்']",169,77,45.83333333333333,54.437869822485204,54.437869822485204
3,2015,Naanum Rowdy Dhaan,Yennai Mattrum Kadhale,Anirudh Ravichander,Tamil,lyrics\sid sriram Yennai Mattrum Kadhale lyrics.txt,"['எதுக்காக கிட்ட வந்தாளோ?', 'எத தேடி விட்டு போனாளோ?', 'விழுந்தாலும்', 'நா ஒடஞ்சே போயிருந்தாலும்', 'உன் நினைவிருந்தாலே போதும்', 'நிமிர்ந்திடுவேனே நானும்', 'அட காதல் என்பது மாய வலை', 'சிக்காமல் போனவன் யாரும் இல்லை', 'சிதையாமல் வாழும் வாழ்கையே தேவையில்லை', 'தேவையில்லை, தேவையில்லை', 'அட காதல் என்பது மாய வலை', 'கண்ணீரும் கூட சொந்தம் இல்லை', 'வலி இல்லா வாழும் வாழ்க்கையே தேவையில்லை', '(தேவையில்லை, தேவையில்லை)', 'என்னை மாற்றும் காதலே', 'என்னை மாற்றும் காதலே', 'எதையும் மாற்றும் காதலே', 'காதலே', 'என்னை மாற்றும் காதலே', 'உன்னை மாற்றும் காதலே', 'எதையும் மாற்றும் காதலே', 'காதலே', 'என்னை மாற்றும் காதலே', 'உன்னை மாற்றும் காதலே', 'எதையும் மாற்றும் காதலே', 'காதலே', 'எதுக்காக கிட்ட வந்தாளோ?', 'எதை தேடி விட்டு போனாளோ?', 'விழுந்தாலும்', 'நான் ஒடஞ்சே போயிருந்தாலும்', 'உன் நினைவிருந்தாலே போதும்', 'நிமிர்ந்திடுவேனே நானும்', 'அட காதல் என்பது மாய வலை', 'சிக்காமல் போனவன் யாரும் இல்லை', 'சிதையாமல் வாழும் வாழ்கையே தேவையில்லை', '(தேவையில்லை, தேவையில்லை)', 'அட காதல் என்பது மாய வலை', 'கண்ணீரும் கூட சொந்தம் இல்லை', 'வலி இல்லா வாழும் வாழ்க்கையே தேவையில்லை', '(தேவையில்லை, தேவையில்லை)', 'என்னை மாற்றும் காதலே', 'என்னை மாற்றும் காதலே', 'எதையும் மாற்றும் காதலே', 'காதலே', 'என்னை மாற்றும் காதலே', 'உன்னை மாற்றும் காதலே', 'எதையும் மாற்றும் காதலே', 'காதலே', 'கத்தி இல்லை, ரத்தம் இல்லை, rowdy தான்', 'காதலிக்க நேரம் உள்ள rowdy தான்', 'வெட்டு-குத்து வேணாம் சொல்லும் rowdy தான்', 'வெள்ள உள்ளம் கொண்ட நல்ல rowdy தான் (நானும் rowdy தான்)', 'கத்தி இல்லை, ரத்தம் இல்லை, rowdy தான்', 'காதலிக்க நேரம் உள்ள rowdy தான்', 'வெட்டு-குத்து வேணாம் சொல்லும் rowdy தான்', 'வெள்ள உள்ளம் கொண்ட நல்ல rowdy தான் (நானும் rowdy தான்)', 'கத்தி இல்லை, ரத்தம் இல்லை, rowdy தான்', 'காதலிக்க நேரம் உள்ள rowdy தான்', 'வெட்டு-குத்து வேணாம் சொல்லும் rowdy தான்', 'வெள்ள உள்ளம் கொண்ட நல்ல rowdy தான் (நானும் rowdy தான்)', 'கத்தி இல்லை, ரத்தம் இல்லை, rowdy தான்', 'காதலிக்க நேரம் உள்ள rowdy தான்', 'வெட்டு-குத்து வேணாம் சொல்லும் rowdy தான்', 'வெள்ள உள்ளம் கொண்ட நல்ல rowdy தான் (நானும் rowdy தான்)']",64,23,"['எதுக்காக', 'கிட்ட', 'வந்தாளோ?', 'எத', 'தேடி', 'விட்டு', 'போனாளோ?', 'விழுந்தாலும்', 'நா', 'ஒடஞ்சே', 'போயிருந்தாலும்', 'உன்', 'நினைவிருந்தாலே', 'போதும்', 'நிமிர்ந்திடுவேனே', 'நானும்', 'அட', 'காதல்', 'என்பது', 'மாய', 'வலை', 'சிக்காமல்', 'போனவன்', 'யாரும்', 'இல்லை', 'சிதையாமல்', 'வாழும்', 'வாழ்கையே', 'தேவையில்லை', 'தேவையில்லை,', 'தேவையில்லை', 'அட', 'காதல்', 'என்பது', 'மாய', 'வலை', 'கண்ணீரும்', 'கூட', 'சொந்தம்', 'இல்லை', 'வலி', 'இல்லா', 'வாழும்', 'வாழ்க்கையே', 'தேவையில்லை', '(தேவையில்லை,', 'தேவையில்லை)', 'என்னை', 'மாற்றும்', 'காதலே', 'என்னை', 'மாற்றும்', 'காதலே', 'எதையும்', 'மாற்றும்', 'காதலே', 'காதலே', 'என்னை', 'மாற்றும்', 'காதலே', 'உன்னை', 'மாற்றும்', 'காதலே', 'எதையும்', 'மாற்றும்', 'காதலே', 'காதலே', 'என்னை', 'மாற்றும்', 'காதலே', 'உன்னை', 'மாற்றும்', 'காதலே', 'எதையும்', 'மாற்றும்', 'காதலே', 'காதலே', 'எதுக்காக', 'கிட்ட', 'வந்தாளோ?', 'எதை', 'தேடி', 'விட்டு', 'போனாளோ?', 'விழுந்தாலும்', 'நான்', 'ஒடஞ்சே', 'போயிருந்தாலும்', 'உன்', 'நினைவிருந்தாலே', 'போதும்', 'நிமிர்ந்திடுவேனே', 'நானும்', 'அட', 'காதல்', 'என்பது', 'மாய', 'வலை', 'சிக்காமல்', 'போனவன்', 'யாரும்', 'இல்லை', 'சிதையாமல்', 'வாழும்', 'வாழ்கையே', 'தேவையில்லை', '(தேவையில்லை,', 'தேவையில்லை)', 'அட', 'காதல்', 'என்பது', 'மாய', 'வலை', 'கண்ணீரும்', 'கூட', 'சொந்தம்', 'இல்லை', 'வலி', 'இல்லா', 'வாழும்', 'வாழ்க்கையே', 'தேவையில்லை', '(தேவையில்லை,', 'தேவையில்லை)', 'என்னை', 'மாற்றும்', 'காதலே', 'என்னை', 'மாற்றும்', 'காதலே', 'எதையும்', 'மாற்றும்', 'காதலே', 'காதலே', 'என்னை', 'மாற்றும்', 'காதலே', 'உன்னை', 'மாற்றும்', 'காதலே', 'எதையும்', 'மாற்றும்', 'காதலே', 'காதலே', 'கத்தி', 'இல்லை,', 'ரத்தம்', 'இல்லை,', 'rowdy', 'தான்', 'காதலிக்க', 'நேரம்', 'உள்ள', 'rowdy', 'தான்', 'வெட்டு-குத்து', 'வேணாம்', 'சொல்லும்', 'rowdy', 'தான்', 'வெள்ள', 'உள்ளம்', 'கொண்ட', 'நல்ல', 'rowdy', 'தான்', '(நானும்', 'rowdy', 'தான்)', 'கத்தி', 'இல்லை,', 'ரத்தம்', 'இல்லை,', 'rowdy', 'தான்', 'காதலிக்க', 'நேரம்', 'உள்ள', 'rowdy', 'தான்', 'வெட்டு-குத்து', 'வேணாம்', 'சொல்லும்', 'rowdy', 'தான்', 'வெள்ள', 'உள்ளம்', 'கொண்ட', 'நல்ல', 'rowdy', 'தான்', '(நானும்', 'rowdy', 'தான்)', 'கத்தி', 'இல்லை,', 'ரத்தம்', 'இல்லை,', 'rowdy', 'தான்', 'காதலிக்க', 'நேரம்', 'உள்ள', 'rowdy', 'தான்', 'வெட்டு-குத்து', 'வேணாம்', 'சொல்லும்', 'rowdy', 'தான்', 'வெள்ள', 'உள்ளம்', 'கொண்ட', 'நல்ல', 'rowdy', 'தான்', '(நானும்', 'rowdy', 'தான்)', 'கத்தி', 'இல்லை,', 'ரத்தம்', 'இல்லை,', 'rowdy', 'தான்', 'காதலிக்க', 'நேரம்', 'உள்ள', 'rowdy', 'தான்', 'வெட்டு-குத்து', 'வேணாம்', 'சொல்லும்', 'rowdy', 'தான்', 'வெள்ள', 'உள்ளம்', 'கொண்ட', 'நல்ல', 'rowdy', 'தான்', '(நானும்', 'rowdy', 'தான்)']",244,62,64.0625,74.59016393442623,74.59016393442623
